Date,DB
2022-01-20 00:00:00,152.376
2022-01-19 00:00:00,151.917
2022-01-18 00:00:00,152.421
2022-01-17 00:00:00,147.717
2022-01-14 00:00:00,145.941
2022-01-13 00:00:00,143.323
2022-01-12 00:00:00,144.159
2022-01-11 00:00:00,147.455
2022-01-10 00:00:00,147.151
2022-01-07 00:00:00,143.4
2022-01-06 00:00:00,141.28
2022-01-05 00:00:00,136.394
2022-01-04 00:00:00,134.411
2022-01-03 00:00:00,136.766
2021-12-31 00:00:00,137.236
2021-12-30 00:00:00,136.032
2021-12-29 00:00:00,137.163
2021-12-28 00:00:00,138.269
2021-12-27 00:00:00,138.302
2021-12-24 00:00:00,138.202
2021-12-23 00:00:00,137.543
2021-12-22 00:00:00,139.485
2021-12-21 00:00:00,140.148
2021-12-20 00:00:00,142.358
2021-12-17 00:00:00,138.44
2021-12-16 00:00:00,138.888
2021-12-15 00:00:00,141.574
2021-12-14 00:00:00,143.628
2021-12-13 00:00:00,143.808
2021-12-10 00:00:00,146.038
2021-12-09 00:00:00,146.482
2021-12-08 00:00:00,147.816
2021-12-07 00:00:00,148.385
2021-12-06 00:00:00,154.829
2021-12-03 00:00:00,155.03
2021-12-02 00:00:00,154.872
2021-12-01 00:00:00,152.727
2021-11-30 00:00:00,157.123
2021-11-29 00:00:00,157.215
2021-11-26 00:00:00,161.573
2021-11-25 00:00:00,150.628
2021-11-24 00:00:00,149.158
2021-11-23 00:00:00,144.539
2021-11-22 00:00:00,141.568
2021-11-19 00:00:00,141.331
2021-11-18 00:00:00,135.356
2021-11-17 00:00:00,135.701
2021-11-16 00:00:00,133.038
2021-11-15 00:00:00,133.234
2021-11-12 00:00:00,133.614
2021-11-11 00:00:00,134.048
2021-11-10 00:00:00,133.893
2021-11-09 00:00:00,134.404
2021-11-08 00:00:00,135.15
2021-11-05 00:00:00,135.803
2021-11-04 00:00:00,133.809
2021-11-03 00:00:00,142.247
2021-11-02 00:00:00,146.268
2021-11-01 00:00:00,147.239
2021-10-29 00:00:00,146.971
2021-10-28 00:00:00,142.17
2021-10-27 00:00:00,139.661
2021-10-26 00:00:00,139.572
2021-10-25 00:00:00,141.932
2021-10-22 00:00:00,140.372
2021-10-21 00:00:00,140.36
2021-10-20 00:00:00,140.346
2021-10-19 00:00:00,141.435
2021-10-18 00:00:00,129.639
2021-10-15 00:00:00,142.555
2021-10-14 00:00:00,143.084
2021-10-13 00:00:00,144.911
2021-10-12 00:00:00,149.823
