Date,CRAG
2022-06-10 00:00:00,147.2
2022-06-09 00:00:00,135.289
2022-06-08 00:00:00,131.836
2022-06-07 00:00:00,129.858
2022-06-06 00:00:00,127.245
2022-06-03 00:00:00,128.037
2022-06-02 00:00:00,127.587
2022-06-01 00:00:00,127.842
2022-05-31 00:00:00,127.054
2022-05-30 00:00:00,122.555
2022-05-27 00:00:00,126.65
2022-05-26 00:00:00,131.313
2022-05-25 00:00:00,137.949
2022-05-24 00:00:00,140.105
2022-05-23 00:00:00,138.063
2022-05-20 00:00:00,142.381
2022-05-19 00:00:00,141.302
2022-05-18 00:00:00,131.126
2022-05-17 00:00:00,133.085
2022-05-16 00:00:00,137.434
2022-05-13 00:00:00,138.52
2022-05-12 00:00:00,142.022
2022-05-11 00:00:00,140.575
2022-05-10 00:00:00,143.74
2022-05-09 00:00:00,148.351
2022-05-06 00:00:00,146.755
2022-05-05 00:00:00,142.519
2022-05-04 00:00:00,141.521
2022-05-03 00:00:00,139.947
2022-05-02 00:00:00,141.482
2022-04-29 00:00:00,141.911
2022-04-28 00:00:00,135.78
2022-04-27 00:00:00,135.05
2022-04-26 00:00:00,149.511
2022-04-25 00:00:00,124.166
2022-04-22 00:00:00,120.647
2022-04-21 00:00:00,119.449
2022-04-20 00:00:00,123.161
2022-04-19 00:00:00,128.072
2022-04-18 00:00:00,125.431
2022-04-15 00:00:00,125.4
2022-04-14 00:00:00,125.417
2022-04-13 00:00:00,128.172
2022-04-12 00:00:00,127.447
2022-04-11 00:00:00,128.665
2022-04-08 00:00:00,130.179
2022-04-07 00:00:00,127.006
2022-04-06 00:00:00,129.862
2022-04-05 00:00:00,128.438
2022-04-04 00:00:00,119.903
2022-04-01 00:00:00,114.195
2022-03-31 00:00:00,114.616
2022-03-30 00:00:00,115.437
2022-03-29 00:00:00,114.003
2022-03-28 00:00:00,126.395
2022-03-25 00:00:00,123.64
2022-03-24 00:00:00,125.18
2022-03-23 00:00:00,124.867
2022-03-22 00:00:00,122.928
2022-03-21 00:00:00,123.125
2022-03-18 00:00:00,115.469
2022-03-17 00:00:00,113.593
2022-03-16 00:00:00,118.549
2022-03-15 00:00:00,130.881
2022-03-14 00:00:00,129.699
2022-03-11 00:00:00,130.436
2022-03-10 00:00:00,135.502
2022-03-09 00:00:00,135.875
2022-03-08 00:00:00,149.705
2022-03-07 00:00:00,152.638
2022-03-04 00:00:00,135.093
2022-03-03 00:00:00,122.608
2022-03-02 00:00:00,118.284
2022-03-01 00:00:00,118.21
2022-02-28 00:00:00,111.898
2022-02-25 00:00:00,106.338
2022-02-24 00:00:00,118.071
2022-02-23 00:00:00,105.957
2022-02-22 00:00:00,106.543
2022-02-21 00:00:00,106.854
2022-02-18 00:00:00,104.315
2022-02-17 00:00:00,100.493
2022-02-16 00:00:00,98.271
2022-02-15 00:00:00,99.522
2022-02-14 00:00:00,116.009
2022-02-11 00:00:00,113.033
2022-02-10 00:00:00,109.112
2022-02-09 00:00:00,105.353
2022-02-08 00:00:00,109.822
2022-02-07 00:00:00,115.645
2022-02-04 00:00:00,112.243
2022-02-03 00:00:00,103.439
2022-02-02 00:00:00,96.906
2022-02-01 00:00:00,98.37
2022-01-31 00:00:00,102.078
2022-01-28 00:00:00,102.158
2022-01-27 00:00:00,97.941
2022-01-26 00:00:00,98.368
2022-01-25 00:00:00,101.702
2022-01-24 00:00:00,102.469
2022-01-21 00:00:00,98.108
2022-01-20 00:00:00,96.451
2022-01-19 00:00:00,96.3
2022-01-18 00:00:00,98.103
2022-01-17 00:00:00,94.111
2022-01-14 00:00:00,92.219
2022-01-13 00:00:00,90.516
2022-01-12 00:00:00,89.942
2022-01-11 00:00:00,90.926
2022-01-10 00:00:00,91.498
2022-01-07 00:00:00,87.865
2022-01-06 00:00:00,87.225
2022-01-05 00:00:00,84.59
2022-01-04 00:00:00,83.18
2022-01-03 00:00:00,86.02
2021-12-31 00:00:00,86.165
2021-12-30 00:00:00,85.073
2021-12-29 00:00:00,84.926
2021-12-28 00:00:00,85.69
2021-12-27 00:00:00,86.105
2021-12-24 00:00:00,85.958
2021-12-23 00:00:00,86.095
2021-12-22 00:00:00,87.529
2021-12-21 00:00:00,88.185
2021-12-20 00:00:00,90.155
2021-12-17 00:00:00,87.031
2021-12-16 00:00:00,86.609
2021-12-15 00:00:00,89.527
2021-12-14 00:00:00,91.357
2021-12-13 00:00:00,90.989
2021-12-10 00:00:00,92.15
2021-12-09 00:00:00,92.834
2021-12-08 00:00:00,95.6
2021-12-07 00:00:00,96.835
2021-12-06 00:00:00,100.483
2021-12-03 00:00:00,101.358
2021-12-02 00:00:00,100.785
2021-12-01 00:00:00,99.461
2021-11-30 00:00:00,101.241
2021-11-29 00:00:00,100.714
2021-11-26 00:00:00,103.371
2021-11-25 00:00:00,93.984
2021-11-24 00:00:00,92.701
2021-11-23 00:00:00,92.164
2021-11-22 00:00:00,89.661
2021-11-19 00:00:00,91.051
2021-11-18 00:00:00,89.545
2021-11-17 00:00:00,90.024
2021-11-16 00:00:00,90.353
2021-11-15 00:00:00,90.323
2021-11-12 00:00:00,90.123
2021-11-11 00:00:00,88.857
2021-11-10 00:00:00,87.484
2021-11-09 00:00:00,88.048
2021-11-08 00:00:00,86.284
2021-11-05 00:00:00,87.661
2021-11-04 00:00:00,88.734
2021-11-03 00:00:00,91.781
2021-11-02 00:00:00,95.297
2021-11-01 00:00:00,95.527
2021-10-29 00:00:00,95.514
2021-10-28 00:00:00,93.506
2021-10-27 00:00:00,91.925
2021-10-26 00:00:00,90.527
2021-10-25 00:00:00,92.803
2021-10-22 00:00:00,92.911
2021-10-21 00:00:00,92.377
2021-10-20 00:00:00,93.831
2021-10-19 00:00:00,95.754
2021-10-18 00:00:00,86.399
2021-10-15 00:00:00,97.985
2021-10-14 00:00:00,98.609
2021-10-13 00:00:00,102.209
2021-10-12 00:00:00,105.888
2021-10-11 00:00:00,103.709
2021-10-08 00:00:00,101.085
2021-10-07 00:00:00,101.518
2021-10-06 00:00:00,102.387
2021-10-05 00:00:00,99.665
2021-10-04 00:00:00,99.454
2021-10-01 00:00:00,96.481
2021-09-30 00:00:00,95.494
2021-09-29 00:00:00,95.408
2021-09-28 00:00:00,95.748
2021-09-27 00:00:00,94.709
2021-09-24 00:00:00,83.755
2021-09-23 00:00:00,94.392
2021-09-22 00:00:00,94.511
2021-09-21 00:00:00,96.084
2021-09-20 00:00:00,96.328
2021-09-17 00:00:00,83.544
2021-09-16 00:00:00,82.308
2021-09-15 00:00:00,84.039
2021-09-14 00:00:00,84.015
2021-09-13 00:00:00,84.377
2021-09-10 00:00:00,84.192
2021-09-09 00:00:00,83.079
2021-09-08 00:00:00,83.638
2021-09-07 00:00:00,83.054
2021-09-06 00:00:00,83.039
2021-09-03 00:00:00,82.931
