Date,DZ
2022-05-16 00:00:00,49.76
2022-05-13 00:00:00,49.76
2022-05-12 00:00:00,49.68
2022-05-11 00:00:00,49.76
2022-05-10 00:00:00,49.74
2022-05-09 00:00:00,49.785
2022-05-06 00:00:00,49.795
2022-05-05 00:00:00,49.745
2022-05-04 00:00:00,49.8
2022-05-03 00:00:00,49.74
2022-05-02 00:00:00,49.76
2022-04-29 00:00:00,49.775
2022-04-28 00:00:00,49.74
2022-04-27 00:00:00,49.75
2022-04-26 00:00:00,49.745
2022-04-25 00:00:00,49.775
2022-04-22 00:00:00,49.81
2022-04-21 00:00:00,49.73
2022-04-20 00:00:00,49.715
2022-04-19 00:00:00,49.74
2022-04-18 00:00:00,49.73
2022-04-15 00:00:00,49.74
2022-04-14 00:00:00,49.74
2022-04-13 00:00:00,49.715
2022-04-12 00:00:00,49.74
2022-04-11 00:00:00,49.78
2022-04-08 00:00:00,49.73
2022-04-07 00:00:00,49.73
2022-04-06 00:00:00,49.795
2022-04-05 00:00:00,49.755
2022-04-04 00:00:00,49.71
2022-04-01 00:00:00,49.41
2022-03-31 00:00:00,49.435
2022-03-30 00:00:00,49.51
2022-03-29 00:00:00,49.46
2022-03-28 00:00:00,49.475
2022-03-25 00:00:00,49.465
2022-03-24 00:00:00,49.42
2022-03-23 00:00:00,49.425
2022-03-22 00:00:00,49.48
2022-03-21 00:00:00,49.46
2022-03-18 00:00:00,47.23
2022-03-17 00:00:00,47.265
2022-03-16 00:00:00,47.25
2022-03-15 00:00:00,47.265
2022-03-14 00:00:00,47.22
2022-03-11 00:00:00,47.265
2022-03-10 00:00:00,47.255
2022-03-09 00:00:00,47.27
2022-03-08 00:00:00,47.27
2022-03-07 00:00:00,47.28
2022-03-04 00:00:00,47.28
2022-03-03 00:00:00,47.335
2022-03-02 00:00:00,47.22
2022-03-01 00:00:00,47.2
2022-02-28 00:00:00,47.29
2022-02-25 00:00:00,47.255
2022-02-24 00:00:00,47.27
2022-02-23 00:00:00,47.275
2022-02-22 00:00:00,47.3
2022-02-21 00:00:00,47.28
2022-02-18 00:00:00,47.28
2022-02-17 00:00:00,47.3
2022-02-16 00:00:00,47.28
2022-02-15 00:00:00,47.33
2022-02-14 00:00:00,47.35
2022-02-11 00:00:00,47.38
2022-02-10 00:00:00,47.3
2022-02-09 00:00:00,47.315
2022-02-08 00:00:00,47.31
2022-02-07 00:00:00,47.37
2022-02-04 00:00:00,47.38
2022-02-03 00:00:00,47.38
2022-02-02 00:00:00,47.37
2022-02-01 00:00:00,47.385
2022-01-31 00:00:00,47.38
2022-01-28 00:00:00,47.38
2022-01-27 00:00:00,33.14
2022-01-26 00:00:00,33.15
2022-01-25 00:00:00,33.13
2022-01-24 00:00:00,33.15
2022-01-21 00:00:00,33.15
2022-01-20 00:00:00,33.14
2022-01-19 00:00:00,33.15
2022-01-18 00:00:00,33.15
2022-01-17 00:00:00,33.17
2022-01-14 00:00:00,33.135
2022-01-13 00:00:00,33.125
2022-01-12 00:00:00,33.125
2022-01-11 00:00:00,33.115
2022-01-10 00:00:00,33.13
2022-01-07 00:00:00,33.12
2022-01-06 00:00:00,33.12
2022-01-05 00:00:00,33.135
2022-01-04 00:00:00,33.13
2022-01-03 00:00:00,33.13
2021-12-31 00:00:00,33.12
2021-12-30 00:00:00,31.09
2021-12-29 00:00:00,26.9
2021-12-28 00:00:00,26.89
