Date,LBBW
2023-02-09 00:00:00,44.23
2023-02-08 00:00:00,44.14
2023-02-07 00:00:00,43.645
2023-02-06 00:00:00,43.32
2023-02-03 00:00:00,43.57
2023-02-02 00:00:00,44.81
2023-02-01 00:00:00,45.24
2023-01-31 00:00:00,45.26
2023-01-30 00:00:00,44.89
2023-01-27 00:00:00,44.415
2023-01-26 00:00:00,45.57
2023-01-25 00:00:00,45.095
2023-01-24 00:00:00,44.655
2023-01-23 00:00:00,45.34
2023-01-20 00:00:00,45.305
2023-01-19 00:00:00,45.325
2023-01-18 00:00:00,45.41
2023-01-17 00:00:00,45.88
2023-01-16 00:00:00,45.235
2023-01-13 00:00:00,44.825
2023-01-12 00:00:00,45.345
2023-01-11 00:00:00,45.24
2023-01-10 00:00:00,44.935
2023-01-09 00:00:00,46.09
2023-01-06 00:00:00,46.715
2023-01-05 00:00:00,47.765
2023-01-04 00:00:00,47.845
2023-01-03 00:00:00,45.855
2023-01-02 00:00:00,47.84
2022-12-30 00:00:00,48.135
2022-12-29 00:00:00,48.875
2022-12-28 00:00:00,49.895
2022-12-27 00:00:00,47.85
2022-12-26 00:00:00,49.375
2022-12-23 00:00:00,49.41
2022-12-22 00:00:00,50.715
2022-12-21 00:00:00,50.325
2022-12-20 00:00:00,47.845
2022-12-19 00:00:00,46.8
2022-12-16 00:00:00,46.845
2022-12-15 00:00:00,47.86
2022-12-14 00:00:00,47.91
2022-12-13 00:00:00,47.9
2022-12-12 00:00:00,47.845
2022-12-09 00:00:00,47.855
2022-12-08 00:00:00,48.825
2022-12-07 00:00:00,48.835
2022-12-06 00:00:00,47.845
2022-12-05 00:00:00,47.87
2022-12-02 00:00:00,48.835
2022-12-01 00:00:00,47.815
2022-11-30 00:00:00,48.865
2022-11-29 00:00:00,48.835
2022-11-28 00:00:00,48.835
2022-11-25 00:00:00,50.845
2022-11-24 00:00:00,51.82
2022-11-23 00:00:00,51.83
2022-11-22 00:00:00,51.88
2022-11-21 00:00:00,52.845
2022-11-18 00:00:00,52.83
2022-11-17 00:00:00,52.845
2022-11-16 00:00:00,52.85
2022-11-15 00:00:00,52.865
2022-11-14 00:00:00,51.81
2022-11-11 00:00:00,53.855
2022-11-10 00:00:00,52.75
2022-11-09 00:00:00,52.8
2022-11-08 00:00:00,51.81
2022-11-07 00:00:00,51.825
2022-11-04 00:00:00,50.825
2022-11-03 00:00:00,51.83
2022-11-02 00:00:00,51.81
2022-11-01 00:00:00,51.8
2022-10-31 00:00:00,51.83
2022-10-28 00:00:00,50.115
2022-10-27 00:00:00,49.46
2022-10-26 00:00:00,49.835
2022-10-25 00:00:00,50.355
2022-10-24 00:00:00,51.52
2022-10-21 00:00:00,52.815
2022-10-20 00:00:00,52.795
2022-10-19 00:00:00,52.805
2022-10-18 00:00:00,52.86
2022-10-17 00:00:00,52.825
2022-10-14 00:00:00,52.76
2022-10-13 00:00:00,53.725
2022-10-12 00:00:00,52.69
2022-10-11 00:00:00,52.85
2022-10-10 00:00:00,52.785
2022-10-07 00:00:00,52.825
2022-10-06 00:00:00,52.805
2022-10-05 00:00:00,54.815
2022-10-04 00:00:00,54.735
2022-10-03 00:00:00,53.835
2022-09-30 00:00:00,53.725
2022-09-29 00:00:00,53.76
2022-09-28 00:00:00,52.825
2022-09-27 00:00:00,52.815
2022-09-26 00:00:00,52.82
2022-09-23 00:00:00,51.775
2022-09-22 00:00:00,52.83
2022-09-21 00:00:00,54.26
2022-09-20 00:00:00,57.09
2022-09-19 00:00:00,53.84
2022-09-16 00:00:00,53.94
2022-09-15 00:00:00,53.865
2022-09-14 00:00:00,53.87
2022-09-13 00:00:00,53.94
