Date,BNP
2023-04-11 00:00:00,149.455
2023-04-10 00:00:00,155.145
2023-04-07 00:00:00,154.87
2023-04-06 00:00:00,154.195
2023-04-05 00:00:00,153.125
2023-04-04 00:00:00,148.335
2023-04-03 00:00:00,144.065
2023-03-31 00:00:00,148.985
2023-03-30 00:00:00,152.76
2023-03-29 00:00:00,171.445
2023-03-28 00:00:00,180.48
2023-03-27 00:00:00,178.875
2023-03-24 00:00:00,180.64
2023-03-23 00:00:00,169.68
2023-03-22 00:00:00,149.24
2023-03-21 00:00:00,150.07
2023-03-20 00:00:00,184.71
2023-03-17 00:00:00,184.35
2023-03-16 00:00:00,178.775
2023-03-15 00:00:00,168.795
2023-03-14 00:00:00,143.51
2023-03-13 00:00:00,149.69
2023-03-10 00:00:00,125.3
2023-03-09 00:00:00,114.715
2023-03-08 00:00:00,111.7
2023-03-07 00:00:00,111.655
2023-03-06 00:00:00,111.49
2023-03-03 00:00:00,113.705
2023-03-02 00:00:00,117.015
2023-03-01 00:00:00,115.72
2023-02-28 00:00:00,117.535
2023-02-27 00:00:00,117.32
2023-02-24 00:00:00,119.76
2023-02-23 00:00:00,117.58
2023-02-22 00:00:00,121.57
2023-02-21 00:00:00,120.975
2023-02-20 00:00:00,117.805
2023-02-17 00:00:00,116.68
2023-02-16 00:00:00,114.325
2023-02-15 00:00:00,115.79
2023-02-14 00:00:00,116.485
2023-02-13 00:00:00,118.885
2023-02-10 00:00:00,119.64
2023-02-09 00:00:00,111.795
2023-02-08 00:00:00,112.1
2023-02-07 00:00:00,112.945
2023-02-06 00:00:00,114.74
2023-02-03 00:00:00,112.245
2023-02-02 00:00:00,113.755
2023-02-01 00:00:00,120.295
2023-01-31 00:00:00,122.23
2023-01-30 00:00:00,122.515
2023-01-27 00:00:00,118.345
2023-01-26 00:00:00,118.44
2023-01-25 00:00:00,121.02
2023-01-24 00:00:00,118.235
2023-01-23 00:00:00,119.555
2023-01-20 00:00:00,124.47
2023-01-19 00:00:00,121.65
2023-01-18 00:00:00,117.04
2023-01-17 00:00:00,118.55
2023-01-16 00:00:00,119.185
2023-01-13 00:00:00,118.155
2023-01-12 00:00:00,118.72
2023-01-11 00:00:00,121.86
2023-01-10 00:00:00,124.41
2023-01-09 00:00:00,123.75
2023-01-06 00:00:00,127.97
2023-01-05 00:00:00,133.07
2023-01-04 00:00:00,130.825
2023-01-03 00:00:00,133.185
2023-01-02 00:00:00,139.425
2022-12-30 00:00:00,140.18
2022-12-29 00:00:00,145.285
2022-12-28 00:00:00,145.75
2022-12-27 00:00:00,146.73
2022-12-26 00:00:00,145.585
2022-12-23 00:00:00,146.165
2022-12-22 00:00:00,145.975
2022-12-21 00:00:00,145.395
2022-12-20 00:00:00,150.3
2022-12-19 00:00:00,146.36
2022-12-16 00:00:00,147.035
2022-12-15 00:00:00,141.975
2022-12-14 00:00:00,133.625
2022-12-13 00:00:00,134.02
2022-12-12 00:00:00,139.91
2022-12-09 00:00:00,137.96
2022-12-08 00:00:00,138.905
2022-12-07 00:00:00,140.01
2022-12-06 00:00:00,139.585
2022-12-05 00:00:00,138.37
2022-12-02 00:00:00,138.14
2022-12-01 00:00:00,133.595
2022-11-30 00:00:00,140.425
2022-11-29 00:00:00,139.55
2022-11-28 00:00:00,140.825
2022-11-25 00:00:00,134.87
2022-11-24 00:00:00,130.52
2022-11-23 00:00:00,136.23
2022-11-22 00:00:00,139.295
2022-11-21 00:00:00,149.09
2022-11-18 00:00:00,148.04
2022-11-17 00:00:00,156.575
2022-11-16 00:00:00,151.105
2022-11-15 00:00:00,145.675
2022-11-14 00:00:00,149.72
2022-11-11 00:00:00,148.88
2022-11-10 00:00:00,156.555
2022-11-09 00:00:00,165.76
2022-11-08 00:00:00,161.15
2022-11-07 00:00:00,164.11
2022-11-04 00:00:00,169.165
2022-11-03 00:00:00,177.25
2022-11-02 00:00:00,172.435
2022-11-01 00:00:00,169.095
2022-10-31 00:00:00,172.775
2022-10-28 00:00:00,172.065
2022-10-27 00:00:00,165.92
2022-10-26 00:00:00,165.25
2022-10-25 00:00:00,166.92
2022-10-24 00:00:00,181.85
2022-10-21 00:00:00,189.745
2022-10-20 00:00:00,189.705
2022-10-19 00:00:00,189.635
2022-10-18 00:00:00,188.18
2022-10-17 00:00:00,193.51
2022-10-14 00:00:00,200.04
2022-10-13 00:00:00,209.745
2022-10-12 00:00:00,207.895
2022-10-11 00:00:00,200.79
2022-10-10 00:00:00,196.555
2022-10-07 00:00:00,189.05
2022-10-06 00:00:00,183.46
2022-10-05 00:00:00,187.555
2022-10-04 00:00:00,181.37
2022-10-03 00:00:00,195.62
2022-09-30 00:00:00,201.38
2022-09-29 00:00:00,208.675
2022-09-28 00:00:00,195.855
2022-09-27 00:00:00,192.735
2022-09-26 00:00:00,197.14
2022-09-23 00:00:00,190.665
2022-09-22 00:00:00,185.125
2022-09-21 00:00:00,182.11
2022-09-20 00:00:00,179.32
2022-09-19 00:00:00,167.27
2022-09-16 00:00:00,166.6
2022-09-15 00:00:00,160.625
2022-09-14 00:00:00,163.14
2022-09-13 00:00:00,164.76
2022-09-12 00:00:00,157.325
2022-09-09 00:00:00,162.63
2022-09-08 00:00:00,172.36
2022-09-07 00:00:00,173.02
2022-09-06 00:00:00,175.385
2022-09-05 00:00:00,182.255
2022-09-02 00:00:00,177.01
2022-09-01 00:00:00,186.02
2022-08-31 00:00:00,180.065
2022-08-30 00:00:00,170.83
2022-08-29 00:00:00,163.095
2022-08-26 00:00:00,163.27
2022-08-25 00:00:00,160.105
2022-08-24 00:00:00,162.245
2022-08-23 00:00:00,161.935
2022-08-22 00:00:00,156.795
2022-08-19 00:00:00,149.12
2022-08-18 00:00:00,144.055
2022-08-17 00:00:00,146.07
2022-08-16 00:00:00,142.805
2022-08-15 00:00:00,139.235
2022-08-12 00:00:00,138.4
2022-08-11 00:00:00,141.155
2022-08-10 00:00:00,147.7
