Date,SWEN
2022-01-13 00:00:00,87.02
2022-01-12 00:00:00,87.04
2022-01-11 00:00:00,87.11
2022-01-10 00:00:00,85.37
2022-01-07 00:00:00,89.44
2022-01-06 00:00:00,86.55
2022-01-05 00:00:00,86.41
2022-01-04 00:00:00,85.39
2022-01-03 00:00:00,85.6
2021-12-31 00:00:00,85.8
2021-12-30 00:00:00,88.69
2021-12-29 00:00:00,89
2021-12-28 00:00:00,85.18
2021-12-27 00:00:00,88.6
2021-12-24 00:00:00,88.07
2021-12-23 00:00:00,88.84
2021-12-22 00:00:00,87.18
2021-12-21 00:00:00,83.85
2021-12-20 00:00:00,86.02
2021-12-17 00:00:00,87.05
2021-12-16 00:00:00,86.49
2021-12-15 00:00:00,87.26
2021-12-14 00:00:00,85.87
2021-12-13 00:00:00,86.97
2021-12-10 00:00:00,87.09
2021-12-09 00:00:00,89.23
2021-12-08 00:00:00,87.4
2021-12-07 00:00:00,86.76
2021-12-06 00:00:00,86.9
2021-12-03 00:00:00,87.83
2021-12-02 00:00:00,86.58
2021-12-01 00:00:00,87.7
2021-11-30 00:00:00,85.55
2021-11-29 00:00:00,87.21
2021-11-26 00:00:00,87.42
2021-11-25 00:00:00,87.54
2021-11-24 00:00:00,86.46
2021-11-23 00:00:00,86.5
2021-11-22 00:00:00,86.4
2021-11-19 00:00:00,85.05
2021-11-18 00:00:00,84.48
2021-11-17 00:00:00,85.91
2021-11-16 00:00:00,82.75
2021-11-15 00:00:00,86.37
2021-11-12 00:00:00,83.59
2021-11-11 00:00:00,86.83
2021-11-10 00:00:00,86.96
2021-11-09 00:00:00,86.07
2021-11-08 00:00:00,86.1
2021-11-05 00:00:00,85.66
2021-11-04 00:00:00,85.49
2021-11-03 00:00:00,84.37
2021-11-02 00:00:00,83.81
2021-11-01 00:00:00,87.74
2021-10-29 00:00:00,84.41
2021-10-28 00:00:00,81.51
2021-10-27 00:00:00,84.63
2021-10-26 00:00:00,83.99
2021-10-25 00:00:00,83.38
2021-10-22 00:00:00,79.45
2021-10-21 00:00:00,79.65
2021-10-20 00:00:00,79.67
2021-10-19 00:00:00,80.45
2021-10-18 00:00:00,80.88
2021-10-15 00:00:00,79.88
2021-10-14 00:00:00,80.89
2021-10-13 00:00:00,85.95
2021-10-12 00:00:00,85.27
2021-10-11 00:00:00,86.15
2021-10-08 00:00:00,84.29
2021-10-07 00:00:00,86.27
2021-10-06 00:00:00,80.62
2021-10-05 00:00:00,83.86
2021-10-04 00:00:00,84.64
2021-10-01 00:00:00,84.81
2021-09-30 00:00:00,85.56
2021-09-29 00:00:00,86.32
2021-09-28 00:00:00,87.98
2021-09-27 00:00:00,88.15
2021-09-24 00:00:00,87.31
2021-09-23 00:00:00,84.81
2021-09-22 00:00:00,85.45
2021-09-21 00:00:00,86.01
2021-09-20 00:00:00,83.87
2021-09-17 00:00:00,81.01
2021-09-16 00:00:00,80.65
2021-09-15 00:00:00,80.86
2021-09-14 00:00:00,80.45
2021-09-13 00:00:00,81.36
2021-09-10 00:00:00,79.22
2021-09-09 00:00:00,79.36
2021-09-08 00:00:00,79.12
2021-09-07 00:00:00,79.39
2021-09-06 00:00:00,81.81
2021-09-03 00:00:00,83.53
2021-09-02 00:00:00,82.36
